編號,證券代號,證券名稱,累計次數,注意交易資訊,日期,收盤價,本益比
87,1528,恩德,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.19倍。當日之成交量較最近六十個營業日之平均成交量放大為5.89倍﹝第九款﹞。,111.05.27,10.80     ,9.15      
88,1529,樂事綠能,13,09月27日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率70.55%，且09月27日當日沖銷成交量占該日總成交量比率78.99%﹝第十三款﹞,111.09.28,21.15     ,34.67     
88,1529,樂事綠能,13,最近六個營業日累積收盤價漲幅達25.83%。且09月27日之成交量為最近六十個營業日日平均成交量之17.37 倍﹝第三款﹞。且09月27日之週轉率為27.57%﹝第四款﹞。,111.09.27,21.95     ,35.98     
88,1529,樂事綠能,13,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.07倍。當日之成交量較最近六十個營業日之平均成交量放大為 15.15倍﹝第九款﹞。,111.09.22,20.00     ,32.79     
88,1529,樂士,13,03月25日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.57%，且03月25日當日沖銷成交量占該日總成交量比率72.17%﹝第十三款﹞,111.03.28,27.05     ,35.59     
88,1529,樂士,13,最近六個營業日之累積週轉率為56.39%。且03月25日之週轉率為18.52%﹝第十款﹞。,111.03.25,27.85     ,36.64     
88,1529,樂士,13,最近六個營業日累積收盤價跌幅達32.64%﹝第一款﹞。,111.03.04,23.70     ,31.18     
88,1529,樂士,13,最近六個營業日累積收盤價跌幅達28.60%。且03月03日之成交量為最近六十個營業日日平均成交量之5.24倍﹝第三款﹞。且03月03日之週轉率為27.22%﹝第四款﹞。,111.03.03,24.70     ,32.50     
88,1529,樂士,13,最近六個營業日累積收盤價漲幅達35.18%﹝第一款﹞。,111.02.11,35.00     ,46.05     
88,1529,樂士,13,最近六個營業日累積收盤價漲幅達38.02%﹝第一款﹞。,111.02.09,32.20     ,42.37     
88,1529,樂士,13,最近六個營業日累積收盤價漲幅達38.69%﹝第一款﹞。,111.02.08,29.50     ,38.82     
88,1529,樂士,13,最近六個營業日累積收盤價漲幅達47.49%﹝第一款﹞。且02月07日之成交量為最近六十個營業日日平均成交量之6.79倍﹝第三款﹞。且02月07日之週轉率為25.39%﹝第四款﹞。01月26日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率66.71%，且01月26日當日沖銷成交量占該日總成交量比率85.84%﹝第十三款﹞,111.02.07,29.15     ,38.36     
88,1529,樂士,13,最近六個營業日累積收盤價漲幅達38.58%﹝第一款﹞。且01月26日之成交量為最近六十個營業日日平均成交量之8.21倍﹝第三款﹞。且01月26日之週轉率為27.27%﹝第四款﹞。,111.01.26,26.50     ,34.87     
88,1529,樂士,13,最近六個營業日累積收盤價漲幅達32.64%﹝第一款﹞。且01月25日之成交量為最近六十個營業日日平均成交量之10.33 倍﹝第三款﹞。且01月25日之週轉率為29.88%﹝第四款﹞。,111.01.25,24.95     ,32.83     
89,1533,車王電,12,09月26日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率17.63%，且09月26日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為11.97 倍﹝第十二款﹞,111.09.27,54.30     ,53.76     
89,1533,車王電,12,06月16日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.20%，且06月16日當日沖銷成交量占該日總成交量比率65.43%﹝第十三款﹞,111.06.17,64.00     ,64.65     
89,1533,車王電,12,06月08日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率67.29%，且06月08日當日沖銷成交量占該日總成交量比率75.61%﹝第十三款﹞,111.06.09,65.90     ,66.57     
89,1533,車王電,12,最近六個營業日之累積週轉率為57.01%。且05月26日之週轉率為13.47%﹝第十款﹞。,111.05.26,64.00     ,64.65     
89,1533,車王電,12,05月23日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率70.67%，且05月23日當日沖銷成交量占該日總成交量比率78.77%﹝第十三款﹞,111.05.24,62.00     ,62.63     
89,1533,車王電,12,04月22日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率63.60%，且04月22日當日沖銷成交量占該日總成交量比率74.71%﹝第十三款﹞,111.04.25,62.50     ,71.02     
89,1533,車王電,12,最近六個營業日之累積週轉率為51.57%。且04月22日之週轉率為27.30%﹝第十款﹞。,111.04.22,69.30     ,78.75     
89,1533,車王電,12,最近六個營業日之累積週轉率為62.61%。且04月13日之週轉率為20.49%﹝第十款﹞。,111.04.13,67.80     ,77.05     
89,1533,車王電,12,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.81倍。當日之成交量較最近六十個營業日之平均成交量放大為6.37倍﹝第九款﹞。,111.01.10,73.00     ,50.34     
89,1533,車王電,12,01月06日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率71.51%，且01月06日當日沖銷成交量占該日總成交量比率81.45%﹝第十三款﹞,111.01.07,67.00     ,46.21     
89,1533,車王電,12,最近六個營業日之累積週轉率為68.42%。且01月06日之週轉率為34.84%﹝第十款﹞。,111.01.06,72.40     ,49.93     
89,1533,車王電,12,01月04日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.99%，且01月04日當日沖銷成交量占該日總成交量比率67.49%﹝第十三款﹞,111.01.05,70.00     ,48.28     
90,1538,正峰,1,最近六個營業日累積收盤價漲幅達34.55%﹝第一款﹞。,111.08.17,8.80      ,-----     
91,1539,巨庭,14,最近六個營業日累積收盤價漲幅達35.72%﹝第一款﹞。08月22日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.37%，且08月22日當日沖銷成交量占該日總成交量比率77.91%﹝第十三款﹞,111.08.23,48.30     ,8.59      
91,1539,巨庭,14,最近六個營業日累積收盤價漲幅達41.90%﹝第一款﹞。且08月22日之週轉率為36.81%﹝第四款﹞。,111.08.22,46.55     ,8.28      
91,1539,巨庭,14,最近六個營業日累積收盤價漲幅達38.85%﹝第一款﹞。且08月19日之週轉率為54.94%﹝第四款﹞。,111.08.19,47.00     ,8.36      
91,1539,巨庭,14,最近六個營業日累積收盤價漲幅達43.64%﹝第一款﹞。,111.08.18,45.55     ,8.10      
91,1539,巨庭,14,最近六個營業日累積收盤價漲幅達30.38%。且08月17日之週轉率為31.74%﹝第四款﹞。,111.08.17,41.45     ,7.38      
91,1539,巨庭,14,最近六個營業日之累積週轉率為84.56%。且08月16日之週轉率為30.56%﹝第十款﹞。,111.08.16,37.70     ,6.71      
91,1539,巨庭,14,07月26日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率65.70%，且07月26日當日沖銷成交量占該日總成交量比率77.80%﹝第十三款﹞,111.07.27,32.20     ,11.88     
91,1539,巨庭,14,最近六個營業日之累積週轉率為91.62%。且07月26日之週轉率為56.30%﹝第十款﹞。,111.07.26,33.20     ,12.25     
91,1539,巨庭,14,06月30日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率64.23%，且06月30日當日沖銷成交量占該日總成交量比率70.75%﹝第十三款﹞,111.07.01,26.25     ,9.69      
91,1539,巨庭,14,最近六個營業日之累積週轉率為63.69%。且06月30日之週轉率為28.42%﹝第十款﹞。,111.06.30,28.10     ,10.37     
91,1539,巨庭,14,最近六個營業日累積收盤價漲幅達43.01%﹝第一款﹞。且05月30日之成交量為最近六十個營業日日平均成交量之13.44 倍﹝第三款﹞。且05月30日之週轉率為56.22%﹝第四款﹞。05月27日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率68.21%，且05月27日當日沖銷成交量占該日總成交量比率77.47%﹝第十三款﹞,111.05.30,32.50     ,11.99     
91,1539,巨庭,14,最近六個營業日累積收盤價漲幅達46.53%﹝第一款﹞。且05月27日之成交量為最近六十個營業日日平均成交量之20.49 倍﹝第三款﹞。且05月27日之週轉率為66.55%﹝第四款﹞。,111.05.27,32.80     ,12.10     
91,1539,巨庭,14,最近六個營業日累積收盤價漲幅達36.18%﹝第一款﹞。且05月26日之成交量為最近六十個營業日日平均成交量之14.77 倍﹝第三款﹞。且05月26日之週轉率為31.60%﹝第四款﹞。05月25日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.81%，且05月25日當日沖銷成交量占該日總成交量比率73.83%﹝第十三款﹞,111.05.26,29.85     ,11.01     
91,1539,巨庭,14,最近六個營業日累積收盤價漲幅達28.66%。且05月25日之成交量為最近六十個營業日日平均成交量之22.84 倍﹝第三款﹞。且05月25日之週轉率為36.84%﹝第四款﹞。,111.05.25,27.15     ,10.02     
92,1540,喬福,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為8.15倍。當日之成交量較最近六十個營業日之平均成交量放大為 39.48倍﹝第九款﹞。,111.05.25,16.50     ,165.00    
93,1541,錩泰,4,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.29倍。當日之成交量較最近六十個營業日之平均成交量放大為 17.76倍﹝第九款﹞。,111.06.06,58.10     ,11.71     
93,1541,錩泰,4,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.58倍。當日之成交量較最近六十個營業日之平均成交量放大為 16.56倍﹝第九款﹞。,111.05.26,53.00     ,10.69     
93,1541,錩泰,4,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為8.07倍。當日之成交量較最近六十個營業日之平均成交量放大為 19.69倍﹝第九款﹞。,111.04.22,47.55     ,12.51     
93,1541,錩泰,4,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.19倍。當日之成交量較最近六十個營業日之平均成交量放大為 27.82倍﹝第九款﹞。,111.04.21,52.10     ,13.71     
94,1560,中砂,36,最近六個營業日之累積週轉率為62.57%。且12月06日之週轉率為27.48%﹝第十款﹞。,111.12.06,129.50    ,14.53     
94,1560,中砂,36,最近六個營業日之累積週轉率為50.35%。且11月16日之週轉率為14.67%﹝第十款﹞。,111.11.16,114.50    ,12.85     
94,1560,中砂,36,08月19日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.25%，且08月19日當日沖銷成交量占該日總成交量比率71.18%﹝第十三款﹞,111.08.22,156.00    ,20.45     
94,1560,中砂,36,最近六個營業日之累積週轉率為52.01%。且08月18日之週轉率為17.60%﹝第十款﹞。,111.08.18,166.50    ,21.82     
94,1560,中砂,36,08月05日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率66.36%，且08月05日當日沖銷成交量占該日總成交量比率65.58%﹝第十三款﹞,111.08.08,153.50    ,20.12     
94,1560,中砂,36,07月28日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率72.99%，且07月28日當日沖銷成交量占該日總成交量比率81.90%﹝第十三款﹞,111.07.29,157.00    ,20.58     
94,1560,中砂,36,最近六個營業日之累積週轉率為67.14%。且07月27日之週轉率為15.95%﹝第十款﹞。,111.07.27,157.50    ,20.64     
94,1560,中砂,36,07月20日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率64.17%，且07月20日當日沖銷成交量占該日總成交量比率75.77%﹝第十三款﹞,111.07.21,158.50    ,26.96     
94,1560,中砂,36,最近六個營業日之累積週轉率為57.19%。且07月15日之週轉率為16.58%﹝第十款﹞。,111.07.15,145.50    ,24.74     
94,1560,中砂,36,07月07日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率77.56%，且07月07日當日沖銷成交量占該日總成交量比率84.61%﹝第十三款﹞,111.07.08,134.50    ,22.87     
94,1560,中砂,36,07月06日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率75.89%，且07月06日當日沖銷成交量占該日總成交量比率69.53%﹝第十三款﹞,111.07.07,135.00    ,22.96     
94,1560,中砂,36,最近六個營業日之累積週轉率為86.27%。且07月06日之週轉率為17.85%﹝第十款﹞。,111.07.06,132.50    ,22.53     
94,1560,中砂,36,06月29日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率76.59%，且06月29日當日沖銷成交量占該日總成交量比率76.26%﹝第十三款﹞,111.06.30,146.00    ,24.83     
94,1560,中砂,36,最近六個營業日之累積週轉率為133.51% 。且06月28日之週轉率為15.49%﹝第十款﹞。,111.06.28,157.00    ,26.70     
94,1560,中砂,36,06月21日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率76.46%，且06月21日當日沖銷成交量占該日總成交量比率72.09%﹝第十三款﹞,111.06.22,156.50    ,26.62     
94,1560,中砂,36,06月20日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率78.24%，且06月20日當日沖銷成交量占該日總成交量比率77.65%﹝第十三款﹞,111.06.21,173.50    ,29.51     
94,1560,中砂,36,最近六個營業日之累積週轉率為110.79% 。且06月20日之週轉率為17.25%﹝第十款﹞。,111.06.20,158.00    ,26.87     
94,1560,中砂,36,06月10日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率72.21%，且06月10日當日沖銷成交量占該日總成交量比率84.82%﹝第十三款﹞,111.06.13,165.50    ,28.15     
94,1560,中砂,36,最近六個營業日之累積週轉率為121.91% 。且06月10日之週轉率為31.09%﹝第十款﹞。,111.06.10,168.50    ,28.66     
94,1560,中砂,36,06月01日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率75.64%，且06月01日當日沖銷成交量占該日總成交量比率83.65%﹝第十三款﹞,111.06.02,152.00    ,25.85     
94,1560,中砂,36,最近六個營業日累積收盤價漲幅達26.64%。且06月01日之週轉率為30.05%﹝第四款﹞。,111.06.01,165.00    ,28.06     
94,1560,中砂,36,05月26日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率67.65%，且05月26日當日沖銷成交量占該日總成交量比率79.58%﹝第十三款﹞,111.05.27,152.50    ,25.94     
94,1560,中砂,36,最近六個營業日之累積週轉率為50.50%。且05月26日之週轉率為31.58%﹝第十款﹞。,111.05.26,139.00    ,23.64     
94,1560,中砂,36,05月05日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.22%，且05月05日當日沖銷成交量占該日總成交量比率67.08%﹝第十三款﹞,111.05.06,127.00    ,21.60     
94,1560,中砂,36,04月14日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.07%，且04月14日當日沖銷成交量占該日總成交量比率68.89%﹝第十三款﹞,111.04.15,129.00    ,27.22     
94,1560,中砂,36,04月06日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.07%，且04月06日當日沖銷成交量占該日總成交量比率72.87%﹝第十三款﹞,111.04.07,128.50    ,27.11     
94,1560,中砂,36,最近六個營業日之累積週轉率為50.27%。且04月06日之週轉率為12.91%﹝第十款﹞。,111.04.06,133.00    ,28.06     
94,1560,中砂,36,最近六個營業日之累積週轉率為83.37%。且03月25日之週轉率為14.73%﹝第十款﹞。,111.03.25,126.50    ,26.69     
94,1560,中砂,36,03月23日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.05%，且03月23日當日沖銷成交量占該日總成交量比率65.04%﹝第十三款﹞,111.03.24,136.50    ,28.80     
94,1560,中砂,36,最近六個營業日之累積週轉率為69.90%。且03月17日之週轉率為24.10%﹝第十款﹞。03月16日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.12%，且03月16日當日沖銷成交量占該日總成交量比率70.38%﹝第十三款﹞,111.03.17,129.00    ,27.22     
94,1560,中砂,36,03月03日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.45%，且03月03日當日沖銷成交量占該日總成交量比率65.44%﹝第十三款﹞,111.03.04,114.50    ,24.16     
94,1560,中砂,36,最近六個營業日之累積週轉率為57.48%。且03月03日之週轉率為12.76%﹝第十款﹞。,111.03.03,117.50    ,24.79     
94,1560,中砂,36,02月18日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.70%，且02月18日當日沖銷成交量占該日總成交量比率67.66%﹝第十三款﹞,111.02.21,112.00    ,28.00     
94,1560,中砂,36,最近六個營業日之累積週轉率為62.98%。且01月12日之週轉率為14.36%﹝第十款﹞。,111.01.12,113.00    ,28.25     
94,1560,中砂,36,01月10日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率67.33%，且01月10日當日沖銷成交量占該日總成交量比率69.91%﹝第十三款﹞,111.01.11,109.50    ,27.38     
94,1560,中砂,36,12月30日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率70.22%，且12月30日當日沖銷成交量占該日總成交量比率81.08%﹝第十三款﹞,111.01.03,115.00    ,28.75     
95,1568,倉佑,9,08月01日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率71.19%，且08月01日當日沖銷成交量占該日總成交量比率80.66%﹝第十三款﹞,111.08.02,29.80     ,40.27     
95,1568,倉佑,9,最近六個營業日之累積週轉率為76.65%。且08月01日之週轉率為54.19%﹝第十款﹞。,111.08.01,31.05     ,41.96     
95,1568,倉佑,9,07月11日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率65.65%，且07月11日當日沖銷成交量占該日總成交量比率74.97%﹝第十三款﹞,111.07.12,26.35     ,35.61     
95,1568,倉佑,9,06月14日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率64.38%，且06月14日當日沖銷成交量占該日總成交量比率77.65%﹝第十三款﹞,111.06.15,27.25     ,36.82     
95,1568,倉佑,9,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.40倍。當日之成交量較最近六十個營業日之平均成交量放大為 21.11倍﹝第九款﹞。最近六個營業日之累積週轉率為68.61%。且06月14日之週轉率為44.67%﹝第十款﹞。,111.06.14,28.10     ,37.97     
95,1568,倉佑,9,05月26日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率66.50%，且05月26日當日沖銷成交量占該日總成交量比率76.19%﹝第十三款﹞,111.05.27,26.00     ,35.14     
95,1568,倉佑,9,最近六個營業日累積收盤價漲幅達32.88%﹝第一款﹞。且05月26日之成交量為最近六十個營業日日平均成交量之20.98 倍﹝第三款﹞。且05月26日之週轉率為18.04%﹝第四款﹞。,111.05.26,26.65     ,36.01     
95,1568,倉佑,9,最近六個營業日累積收盤價漲幅達32.85%﹝第一款﹞。且05月25日之成交量為最近六十個營業日日平均成交量之27.21 倍﹝第三款﹞。且05月25日之週轉率為15.24%﹝第四款﹞。,111.05.25,26.30     ,35.54     
95,1568,倉佑,9,最近六個營業日累積收盤價漲幅達32.09%﹝第一款﹞。且05月24日之成交量為最近六十個營業日日平均成交量之38.04 倍﹝第三款﹞。且05月24日之週轉率為11.68%﹝第四款﹞。,111.05.24,25.90     ,35.00     
96,1587,吉茂,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.44倍。當日之成交量較最近六十個營業日之平均成交量放大為 34.81倍﹝第九款﹞。,111.05.24,24.25     ,15.25     
97,1589,永冠-KY,3,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.06倍。當日之成交量較最近六十個營業日之平均成交量放大為7.22倍﹝第九款﹞。,111.09.30,62.50     ,-----     
97,1589,永冠-KY,3,04月27日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率63.72%，且04月27日當日沖銷成交量占該日總成交量比率78.28%﹝第十三款﹞,111.04.28,70.40     ,36.10     
97,1589,永冠-KY,3,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.65倍。當日之成交量較最近六十個營業日之平均成交量放大為 20.74倍﹝第九款﹞。,111.04.27,72.50     ,37.18     
98,1590,亞德客-KY,7,六個營業日起迄兩個營業日收盤價價差達117.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞,111.11.01,770.00    ,23.74     
98,1590,亞德客-KY,7,六個營業日起迄兩個營業日收盤價價差達105.00元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞,111.08.04,749.00    ,22.45     
98,1590,亞德客-KY,7,六個營業日起迄兩個營業日收盤價價差達111.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞,111.06.27,1060.00   ,31.77     
98,1590,亞德客-KY,7,六個營業日起迄兩個營業日收盤價價差達104.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞,111.06.09,1075.00   ,32.22     
98,1590,亞德客-KY,7,六個營業日起迄兩個營業日收盤價價差達125.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞,111.05.31,950.00    ,28.48     
98,1590,亞德客-KY,7,六個營業日起迄兩個營業日收盤價價差達103.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞,111.03.23,923.00    ,28.66     
98,1590,亞德客-KY,7,六個營業日起迄兩個營業日收盤價價差達109.00元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞,111.03.08,865.00    ,25.48     
99,1597,直得,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.70倍。當日之成交量較最近六十個營業日之平均成交量放大為 11.66倍﹝第九款﹞。,111.03.10,94.50     ,24.74     
100,1605,華新,10,05月27日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率66.99%，且05月27日當日沖銷成交量占該日總成交量比率75.54%﹝第十三款﹞,111.05.30,47.20     ,9.75      
100,1605,華新,10,05月26日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率63.03%，且05月26日當日沖銷成交量占該日總成交量比率64.50%﹝第十三款﹞,111.05.27,45.25     ,9.35      
100,1605,華新,10,05月25日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率63.04%，且05月25日當日沖銷成交量占該日總成交量比率60.96%﹝第十三款﹞,111.05.26,42.70     ,8.82      
100,1605,華新,10,05月20日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.91%，且05月20日當日沖銷成交量占該日總成交量比率63.16%﹝第十三款﹞,111.05.23,39.30     ,8.12      
100,1605,華新,10,04月28日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率67.62%，且04月28日當日沖銷成交量占該日總成交量比率63.94%﹝第十三款﹞,111.04.29,44.80     ,10.49     
100,1605,華新,10,最近六個營業日累積收盤價漲幅達27.63%。且04月21日之成交量為最近六十個營業日日平均成交量之5.36倍﹝第三款﹞。04月20日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.93%，且04月20日當日沖銷成交量占該日總成交量比率71.39%﹝第十三款﹞,111.04.21,44.75     ,10.48     
100,1605,華新,10,最近六個營業日累積收盤價漲幅達38.77%﹝第一款﹞。且04月20日之成交量為最近六十個營業日日平均成交量之8.45倍﹝第三款﹞。,111.04.20,45.30     ,10.61     
100,1605,華新,10,最近六個營業日累積收盤價漲幅達40.58%﹝第一款﹞。且04月19日之成交量為最近六十個營業日日平均成交量之5.39倍﹝第三款﹞。,111.04.19,42.75     ,10.01     
100,1605,華新,10,最近六個營業日累積收盤價漲幅達33.34%﹝第一款﹞。且04月15日之成交量為最近六十個營業日日平均成交量之7.38倍﹝第三款﹞。,111.04.15,38.75     ,9.07      
100,1605,華新,10,最近六個營業日累積收盤價漲幅達26.59%。且04月14日之成交量為最近六十個營業日日平均成交量之11.56 倍﹝第三款﹞。,111.04.14,37.20     ,8.71      
101,1609,大亞,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.41倍。當日之成交量較最近六十個營業日之平均成交量放大為6.10倍﹝第九款﹞。,111.03.22,27.45     ,15.69     
102,1611,中電,1,最近六個營業日之累積週轉率為59.47%。且06月16日之週轉率為13.88%﹝第十款﹞。,111.06.16,20.70     ,24.07     
103,1612,宏泰,1,01月12日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率13.75%，且01月12日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.05倍﹝第十二款﹞,111.01.13,25.00     ,12.50     
104,1618,合機,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.23倍。當日之成交量較最近六十個營業日之平均成交量放大為5.36倍﹝第九款﹞。,111.09.21,14.85     ,12.48     
104,1618,合機,2,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.79倍。當日之成交量較最近六十個營業日之平均成交量放大為 30.37倍﹝第九款﹞。,111.09.13,14.90     ,12.52     
105,1701,中化,8,12月16日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率63.31%，且12月16日當日沖銷成交量占該日總成交量比率73.61%﹝第十三款﹞,111.12.19,30.85     ,17.43     
105,1701,中化,8,最近六個營業日累積收盤價漲幅達39.67%﹝第一款﹞。且12月16日之成交量為最近六十個營業日日平均成交量之19.40 倍﹝第三款﹞。且12月16日之週轉率為31.81%﹝第四款﹞。,111.12.16,31.10     ,17.57     
105,1701,中化,8,最近六個營業日累積收盤價漲幅達32.16%﹝第一款﹞。且12月15日之成交量為最近六十個營業日日平均成交量之10.04 倍﹝第三款﹞。且12月15日之週轉率為11.15%﹝第四款﹞。,111.12.15,29.05     ,16.41     
105,1701,中化,8,最近六個營業日累積收盤價漲幅達33.92%﹝第一款﹞。且12月14日之成交量為最近六十個營業日日平均成交量之35.87 倍﹝第三款﹞。且12月14日之週轉率為33.25%﹝第四款﹞。,111.12.14,29.15     ,16.47     
105,1701,中化,8,最近六個營業日累積收盤價漲幅達27.90%。且12月13日之成交量為最近六十個營業日日平均成交量之18.91 倍﹝第三款﹞。,111.12.13,27.80     ,15.71     
105,1701,中化,8,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.19倍。當日之成交量較最近六十個營業日之平均成交量放大為 19.87倍﹝第九款﹞。,111.12.12,25.30     ,14.29     
105,1701,中化,8,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為9.15倍。當日之成交量較最近六十個營業日之平均成交量放大為 26.30倍﹝第九款﹞。,111.04.22,28.15     ,16.18     
105,1701,中化,8,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.40倍。當日之成交量較最近六十個營業日之平均成交量放大為 33.68倍﹝第九款﹞。,111.04.18,25.00     ,14.37     
106,1702,南僑,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.57倍。當日之成交量較最近六十個營業日之平均成交量放大為 31.96倍﹝第九款﹞。,111.10.28,43.25     ,12.18     
107,1707,葡萄王,1,最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.74倍。當日之成交量較最近六十個營業日之平均成交量放大為6.87倍﹝第九款﹞。,111.12.07,160.00    ,16.63     
108,1708,東鹼,30,08月24日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.67%，且08月24日當日沖銷成交量占該日總成交量比率65.91%﹝第十三款﹞,111.08.25,51.70     ,10.55     
108,1708,東鹼,30,最近六個營業日之累積週轉率為52.34%。且08月24日之週轉率為19.24%﹝第十款﹞。,111.08.24,52.10     ,10.63     
108,1708,東鹼,30,07月13日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.27%，且07月13日當日沖銷成交量占該日總成交量比率66.00%﹝第十三款﹞,111.07.14,45.20     ,11.33     
108,1708,東鹼,30,06月01日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.65%，且06月01日當日沖銷成交量占該日總成交量比率62.45%﹝第十三款﹞,111.06.02,54.50     ,13.66     
108,1708,東鹼,30,最近六個營業日之累積週轉率為62.42%。且05月31日之週轉率為12.99%﹝第十款﹞。,111.05.31,55.10     ,13.81     
108,1708,東鹼,30,05月24日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率70.67%，且05月24日當日沖銷成交量占該日總成交量比率72.32%﹝第十三款﹞,111.05.25,59.10     ,14.81     
108,1708,東鹼,30,05月17日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率73.97%，且05月17日當日沖銷成交量占該日總成交量比率74.83%﹝第十三款﹞,111.05.18,58.00     ,14.54     
108,1708,東鹼,30,最近六個營業日之累積週轉率為106.48% 。且05月17日之週轉率為15.95%﹝第十款﹞。,111.05.17,57.10     ,14.31     
108,1708,東鹼,30,05月09日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率75.26%，且05月09日當日沖銷成交量占該日總成交量比率74.85%﹝第十三款﹞,111.05.10,55.40     ,13.88     
